CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,RAD_1,RAD_2,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RAD_24,MEDV,LOGMEDV
-0.41552035086783723,0.7150677521244918,0.569516472673775,-0.27259856706992697,-0.7834538572153616,-0.05076683910838912,0.3102695035268313,-0.08558673741206893,-0.8210295641042366,-0.036432098350833615,0.4410519326070333,-0.28918737984413434,0,0,0,1,0,0,0,0,0,20.6,3.0726933146901194
-0.4063152281684018,-0.4872916013172126,-1.2032820784120828,-0.27259856706992697,-0.9475821284118628,0.4849048231069951,-0.38316164809591113,-0.14253596023400328,-0.7853938667773586,-0.036432098350833615,0.014319105316378979,-0.8414720863345979,0,1,0,0,0,0,0,0,0,28.4,3.380994674344636
-0.4071298407966704,-0.4872916013172126,-1.2032820784120828,-0.27259856706992697,-0.9475821284118628,-0.17328748525339752,0.03645310006554315,-0.14253596023400328,-0.7853938667773586,-0.036432098350833615,0.38546263573232575,-0.18405704231422376,0,1,0,0,0,0,0,0,0,21.4,3.109060958860994
-0.4064560397798597,-0.4872916013172126,-1.2032820784120828,-0.27259856706992697,-0.9475821284118628,2.5421119514022443,0.26404076008531524,-0.14253596023400328,-0.7853938667773586,-0.036432098350833615,0.4410519326070333,-1.1834961177652406,0,1,0,0,0,0,0,0,0,38.7,3.681351187693145
-0.41098994092233765,-0.4872916013172126,-1.2032820784120828,-0.27259856706992697,-0.9475821284118628,2.187371941052165,-1.1263776003479786,-0.14253596023400328,-0.7853938667773586,-0.036432098350833615,0.4041020449408075,-1.2732073391240977,0,1,0,0,0,0,0,0,0,43.8,3.8022081394209395
-0.41253421371906973,-0.4872916013172126,-1.2032820784120828,-0.27259856706992697,-0.9475821284118628,1.6118098359058481,-0.2160269602688911,-0.14253596023400328,-0.7853938667773586,-0.036432098350833615,0.4410519326070333,-0.9059520266862764,0,1,0,0,0,0,0,0,0,33.2,3.5322256440685598
-0.40321737271632885,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,0.6302200080696795,0.4027269904098639,-0.4835657803713627,-0.14395131489355462,0.8414079857216332,0.41758820572106214,-0.45319070639079484,0,0,0,0,1,0,0,0,0,27.5,3.349904087274605
-0.40721362952414947,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,0.707151576579336,0.09690607225829517,-0.44634437680744404,-0.14395131489355462,0.8414079857216332,0.4265789795745651,-0.6984948272939197,0,0,0,0,1,0,0,0,0,26.5,3.3141860046725258
-0.39389587678428367,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,0.1714799143639518,0.5983101357393553,-0.5135615730263213,-0.14395131489355462,0.8414079857216332,-3.1344253279140997,-0.2835804285092057,0,0,0,0,1,0,0,0,0,18.6,2.975529566236472
-0.3958916777235418,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.21032861083211932,0.669431279495534,-0.5135615730263213,-0.14395131489355462,0.8414079857216332,0.4144085417972627,0.11030790276952587,0,0,0,0,1,0,0,0,0,19.3,3.0106208860477417
-0.40427171420377367,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.16758885054897665,0.7618887663785662,-0.6531774890764225,-0.14395131489355462,0.8414079857216332,0.39489198392014613,-0.04528499677474172,0,0,0,0,1,0,0,0,0,20.1,3.0492730404820207
-0.4050839993673901,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.6177809921980769,1.0001445979617651,-0.8024909355569697,-0.14395131489355462,0.8414079857216332,0.40980351128693177,0.5350344663903647,0,0,0,0,1,0,0,0,0,19.5,3.0204248861443626
-0.4005943200533039,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.6391508723396476,0.8294538529469362,-0.7530050082133691,-0.14395131489355462,0.8414079857216332,0.4275657718267792,0.8420150519777038,0,0,0,0,1,0,0,0,0,19.5,3.0204248861443626
-0.4052527405546743,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.22457519759316646,0.5911980213637373,-0.7951227139063856,-0.14395131489355462,0.8414079857216332,0.34007019213049366,0.20142086196211512,0,0,0,0,1,0,0,0,0,20.4,3.0633909220278057
-0.4056193162373952,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,0.2697813630151791,1.0143688267130004,-0.6475205963253288,-0.14395131489355462,0.8414079857216332,0.422851097732869,-0.05369542377713464,0,0,0,0,1,0,0,0,0,19.8,3.0349529867072724
-0.3898379421631798,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.0792600126304834,0.8045614526322735,-0.5941841789578745,-0.14395131489355462,0.8414079857216332,0.3788840207175678,0.4060745856870079,0,0,0,0,1,0,0,0,0,19.4,3.0155349008501706
-0.40795725448052617,-0.4872916013172126,-0.3759760879053491,-0.27259856706992697,-0.2997073736888307,-0.1276984076180444,-0.504067592481415,-0.4835657803713627,-0.14395131489355462,0.8414079857216332,0.40366347060649066,0.048631438085311736,0,0,0,0,1,0,0,0,0,21.7,3.122364924487357
-0.4087823406997297,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,0.6131241039564219,0.46317996260261546,-0.5312453049877233,0.14113426372146942,-0.47535214038706697,0.4266886231581443,-0.34946210669461636,0,0,0,0,0,1,0,0,0,22.8,3.169685580677429
-0.40616976162763957,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.5294521542795836,0.8650144248250256,-0.6853124428557442,0.14113426372146942,-0.47535214038706697,0.4196714338090689,0.49858928271332925,0,0,0,0,0,1,0,0,0,18.8,2.9856819377004897
-0.39466859504881274,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.27443825125683274,0.953915854520249,-0.5928056084555071,0.14113426372146942,-0.47535214038706697,0.4410519326070333,0.6219422120817576,0,0,0,0,0,1,0,0,0,18.7,2.9806186357439426
-0.4039563427434011,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.04364354572786555,0.5556374494856481,-0.7313757124003639,0.14113426372146942,-0.47535214038706697,0.3515827684063208,-0.30881170951638437,0,0,0,0,0,1,0,0,0,18.5,2.970414465569701
-0.40057802780073853,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.5080822741380117,0.6978797369980054,-0.6331644483351585,0.14113426372146942,-0.47535214038706697,-0.1289850584217725,0.4355110801953827,0,0,0,0,0,1,0,0,0,18.3,2.9601050959108397
-0.4052050275293043,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.15476692246403473,0.1395787585120025,-0.5062408882896119,0.14113426372146942,-0.47535214038706697,0.4015802425184839,-0.08593539395297396,0,0,0,0,0,1,0,0,0,21.2,3.100092288878234
-0.40294738681667414,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.37558901726027044,0.4987405344807048,-0.4980170021892827,0.14113426372146942,-0.47535214038706697,0.41484711613157954,-0.32983777702236633,0,0,0,0,0,1,0,0,0,19.2,3.005682604407159
-0.4053214007619141,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.5878631599998762,0.1609151016388559,-0.6263191327371963,0.14113426372146942,-0.47535214038706697,-0.19784122890957628,0.38084330467982913,0,0,0,0,0,1,0,0,0,20.4,3.0633909220278057
-0.4036712283235071,-0.4872916013172126,-0.16440753654119328,-0.27259856706992697,-0.06647246198853896,-0.7887400333306464,-0.12001341619804971,-0.49240764635206374,0.14113426372146942,-0.47535214038706697,0.38184439747420884,0.13413744594297228,0,0,0,0,0,1,0,0,0,19.3,3.0106208860477417
-0.4124888281583519,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.5907124773520865,0.04000915725335239,-0.7308052694338671,-1.3080507609049028,0.4024879436853998,0.35607815533307197,0.24066952130661498,0,1,0,0,0,0,0,0,0,22.0,3.1354942159291497
-0.4121792753596098,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.39980821475405154,0.5520813922978388,-0.7594700285003332,-1.3080507609049028,0.4024879436853998,0.23020732138403036,0.22665214296929362,0,1,0,0,0,0,0,0,0,20.3,3.0587070727153796
-0.4096958705757166,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.4610685378265545,0.8650144248250256,-0.8119983183319169,-1.3080507609049028,0.4024879436853998,0.2348123518943607,0.7396881901152574,0,1,0,0,0,0,0,0,0,20.5,3.068052935133617
-0.40301721075624,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.6106576988175533,1.0108127695251918,-0.8797384206034164,-1.3080507609049028,0.4024879436853998,0.14950964386966178,1.7881880897468991,0,1,0,0,0,0,0,0,0,17.3,2.9069010598473755
-0.4090558177963627,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.5778905492671447,0.9681400832714844,-0.8503130709149546,-1.3080507609049028,0.4024879436853998,0.24895637417609126,0.6906273659346323,0,1,0,0,0,0,0,0,0,18.8,2.9856819377004897
-0.40084801370039325,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.4254520709239354,0.7049918513736234,-0.8566830173741693,-1.3080507609049028,0.4024879436853998,0.3107953553148191,0.3023459859908294,0,1,0,0,0,0,0,0,0,21.4,3.109060958860994
-0.37544024582469493,-0.4872916013172126,2.117614631276323,-0.27259856706992697,0.2272307601525682,-0.9568497571110065,0.9610279688958664,-0.968727523376923,-1.3080507609049028,0.4024879436853998,0.02868241476526795,2.047509588987346,0,1,0,0,0,0,0,0,0,15.7,2.8154087194227095
-0.3903592942452717,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.842877063022627,0.9752521976471024,-0.95394354316188,0.17083067816053443,1.2803280277578666,0.3885326560725466,0.6359595904190791,0,0,0,1,0,0,0,0,0,16.2,2.8449093838194073
-0.382646076387894,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,0.20852103994267485,1.0748217989057525,-0.9424396100041939,0.17083067816053443,1.2803280277578666,0.4410519326070333,0.3836467803472936,0,0,0,1,0,0,0,0,0,18.0,2.9444389791664403
-0.31796350623871317,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.9226579488844914,0.9290234542055863,-0.862862816177885,0.17083067816053443,1.2803280277578666,0.4410519326070333,0.7971594412982752,0,0,0,1,0,0,0,0,0,14.3,2.72785282839839
-0.38094353599481257,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,0.24698682419750187,1.0783778560935617,-0.7969766535475002,0.17083067816053443,1.2803280277578666,0.420658226061283,-0.007438075263973973,0,0,0,1,0,0,0,0,0,19.2,3.005682604407159
-0.2816911333665636,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,0.05893187895167738,1.0357051698398545,-0.7244828598885272,0.17083067816053443,1.2803280277578666,0.4410519326070333,-0.05509716161086675,0,0,0,1,0,0,0,0,0,19.6,3.0252910757955354
-0.35185139157468787,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,0.12446617805249598,1.0428172842154724,-0.6976720404631758,0.17083067816053443,1.2803280277578666,0.31890898049968774,-0.21489527465633096,0,0,0,1,0,0,0,0,0,23.0,3.1780538303479458
-0.38213519789673694,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.6590960938051144,0.953915854520249,-0.6299319381916763,0.17083067816053443,1.2803280277578666,0.35103455048842414,0.3331842183329364,0,0,0,1,0,0,0,0,0,18.4,2.9652730660692823
-0.30691735899939065,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.7516989077519219,1.0605975701545172,-0.6888301744824747,0.17083067816053443,1.2803280277578666,-1.029707097525763,0.6527804444238645,0,0,0,1,0,0,0,0,0,15.6,2.8094026953624973
-0.3556067557910062,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,0.0717538070366193,1.053485455778899,-0.8006845328297297,0.17083067816053443,1.2803280277578666,0.4166014134688487,0.6037196202432399,0,0,0,1,0,0,0,0,0,18.1,2.9496883350525844
-0.38297075770687533,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.4881370526725448,0.886350767951879,-0.8690426149816007,0.17083067816053443,1.2803280277578666,0.23656664923162987,0.5953091932408467,0,0,0,1,0,0,0,0,0,17.4,2.91235066461494
-0.37951563643069025,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,0.24128818949308353,1.0605975701545172,-0.9247083411289171,0.17083067816053443,1.2803280277578666,0.41013244203766935,0.2715077536487222,0,0,0,1,0,0,0,0,0,17.1,2.89591193827178
-0.39144738397017337,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.6092330401414481,1.053485455778899,-1.0108452290699397,0.17083067816053443,1.2803280277578666,0.38776515098749154,1.2148773157504533,0,0,0,1,0,0,0,0,0,13.3,2.6602595372658615
-0.3571498648554122,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.19038338936665383,1.0428172842154724,-1.0107976921560649,0.17083067816053443,1.2803280277578666,0.4410519326070333,0.813980295303061,0,0,0,1,0,0,0,0,0,17.8,2.9338568698359033
-0.38666444410991047,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-0.15761623981624517,0.8899068251396877,-1.037798659236915,0.17083067816053443,1.2803280277578666,0.3443462918900864,1.6129708605303814,0,0,0,1,0,0,0,0,0,14.0,2.70805020110221
-0.2309873159184724,-0.4872916013172126,1.5689954911872013,-0.27259856706992697,0.5986789528604403,-1.8030970107172237,1.11749448515946,-1.1197998356708356,0.17083067816053443,1.2803280277578666,0.4410519326070333,3.049752140105826,0,0,0,1,0,0,0,0,0,14.4,2.7343675094195836
-0.034036093317315406,-0.4872916013172126,1.2319449024622355,3.6683978597124467,2.7323464784149594,-1.2560280790930027,1.11749448515946,-1.1757983202152753,-0.03110494002510759,-1.7921122664957674,0.4410519326070333,1.9858331243031309,0,0,0,0,1,0,0,0,0,13.4,2.667228206581955
0.056310265819305316,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-1.1634252651461938,1.11749448515946,-1.132920023900263,-0.03110494002510759,-1.7921122664957674,0.4410519326070333,1.9297636109538454,0,0,0,0,1,0,0,0,0,15.6,2.8094026953624973
-0.09703008786132793,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-1.9683574171453735,1.039261227027663,-1.1642468501437142,-0.03110494002510759,-1.7921122664957674,0.4410519326070333,2.3320623692349702,0,0,0,0,1,0,0,0,0,11.8,2.5494451709255714
-0.14362593019829314,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-0.22030122156485332,1.11749448515946,-1.129449829187407,-0.03110494002510759,-1.7921122664957674,-2.0148546959858176,2.1232034320088813,0,0,0,0,1,0,0,0,0,13.8,2.6946271807700692
-0.1697272825403459,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-0.9354798769694358,1.11749448515946,-1.0831013381595391,-0.03110494002510759,-1.7921122664957674,-2.054764960408684,0.5602657473975432,0,0,0,0,1,0,0,0,0,15.6,2.8094026953624973
-0.14487345125187023,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-1.9355902675949648,0.9645840260836757,-1.1096269361016422,-0.03110494002510759,-1.7921122664957674,0.38414691272937407,2.365704077244542,0,0,0,0,1,0,0,0,0,14.6,2.747270914255491
-0.1492525759949771,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-1.5651790118077318,0.8970189395153056,-1.0769215393558234,-0.03110494002510759,-1.7921122664957674,0.0034643905420276917,2.1960937993629526,0,0,0,0,1,0,0,0,0,17.8,2.9338568698359033
-0.10235649071787863,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-0.9796442959286812,0.9361355685812043,-1.0787754789969382,-0.03110494002510759,-1.7921122664957674,-0.05289241141773489,1.233099907588971,0,0,0,0,1,0,0,0,0,15.4,2.797281334830153
-0.2277335203347023,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-0.23169849097369002,1.0214809410886185,-1.0348989074905561,-0.03110494002510759,-1.7921122664957674,0.1768108961809088,0.2028225997958472,0,0,0,0,1,0,0,0,0,21.5,3.1135153092103742
-0.24638582205740156,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-1.2546034204168977,1.11749448515946,-1.047448652753487,-0.03110494002510759,-1.7921122664957674,-0.16527708458652243,0.0878800974298116,0,0,0,0,1,0,0,0,0,19.6,3.0252910757955354
-0.2894136610825502,-0.4872916013172126,1.2319449024622355,3.6683978597124467,2.7323464784149594,-1.8130696214499578,0.6907676226223874,-1.038606786772786,-0.03110494002510759,-1.7921122664957674,-0.14685696254519975,-0.07472149128311682,0,0,0,0,1,0,0,0,0,15.3,2.791165107812717
-0.17041039341576547,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-0.820082524204951,1.0641536273423258,-1.0324269879690702,-0.03110494002510759,-1.7921122664957674,-1.0385882277956866,0.43971629369657905,0,0,0,0,1,0,0,0,0,19.4,3.0155349008501706
-0.255983122550732,-0.4872916013172126,1.2319449024622355,3.6683978597124467,2.7323464784149594,-0.22172588024095854,0.9752521976471024,-0.9724354026591525,-0.03110494002510759,-1.7921122664957674,-0.39092357959273244,0.3457998588365256,0,0,0,0,1,0,0,0,0,17.0,2.8903717578961645
-0.009136876468121955,-0.4872916013172126,1.2319449024622355,3.6683978597124467,2.7323464784149594,-0.1889587306905486,0.4987405344807048,-0.9742893423002673,-0.03110494002510759,-1.7921122664957674,-2.9457287205741163,0.3317824804992043,0,0,0,0,1,0,0,0,0,15.6,2.8094026953624973
-0.13578935671434902,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,-1.4426583656627234,0.9041310538909236,-0.9786152014628684,-0.03110494002510759,-1.7921122664957674,-2.9389308183921994,0.4887771178772042,0,0,0,0,1,0,0,0,0,13.1,2.6461747973841225
-0.2781254575193992,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,0.9379462821083031,1.0250369982764278,-0.9116356898133646,-0.03110494002510759,-1.7921122664957674,0.07407485836710005,-1.1302300800834193,0,0,0,0,1,0,0,0,0,41.3,3.744787086052232
-0.26424678579835414,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,-0.31147937683555704,1.11749448515946,-0.9686799864630484,-0.03110494002510759,-1.7921122664957674,-0.03052512036755708,-0.8723103186767052,0,0,0,0,1,0,0,0,0,24.3,3.2308043957334744
-0.2546832335424805,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,2.7323464784149594,0.3210690753549493,1.11749448515946,-0.9645918118698209,-0.03110494002510759,-1.7921122664957674,0.08372349372207882,-0.7377434866384196,0,0,0,0,1,0,0,0,0,23.3,3.190476350346503
-0.27232076067682226,-0.4872916013172126,1.2319449024622355,3.6683978597124467,0.4345506816639387,-0.049342180432283896,0.8543462532615983,-0.9491423148605317,-0.03110494002510759,-1.7921122664957674,-0.19466156498577622,-1.0026719372137944,0,0,0,0,1,0,0,0,0,27.0,3.332204510175204
-0.25022148380422066,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,1.7158099192614937,0.7903372238810376,-0.8671411384266112,-0.03110494002510759,-1.7921122664957674,0.19468280030433546,-1.5311271005308116,0,0,0,0,1,0,0,0,0,50.0,3.9318256327243257
-0.20711567471322345,-0.4872916013172126,1.2319449024622355,3.6683978597124467,0.4345506816639387,2.1617280848822795,1.053485455778899,-0.8339603725420451,-0.03110494002510759,-1.7921122664957674,0.3611217601777204,-1.504494081689901,0,0,0,0,1,0,0,0,0,50.0,3.9318256327243257
-0.24374414967715896,-0.4872916013172126,1.2319449024622355,3.6683978597124467,0.4345506816639387,2.9780575062902974,0.9005749967031149,-0.77629809601199,-0.03110494002510759,-1.7921122664957674,0.34840310448252076,-1.3082507849674012,0,0,0,0,1,0,0,0,0,50.0,3.9318256327243257
-0.15956673560118403,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,-0.6135070161697624,0.8258977957591269,-0.6527021199376752,-0.03110494002510759,-1.7921122664957674,0.4214257311463381,-0.14200490730225943,0,0,0,0,1,0,0,0,0,22.7,3.1654750481410856
-0.08024208532503777,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,-0.2616163231718908,0.8685704820128343,-0.7185882825680598,-0.03110494002510759,-1.7921122664957674,-1.277501596414992,-0.39852293087524127,0,0,0,0,1,0,0,0,0,25.0,3.258096538021482
-0.18658510901620196,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,2.3426597367475805,0.9823643120227203,-0.8314884530205588,-0.03110494002510759,-1.7921122664957674,0.13843564192815208,-1.25498474728558,0,0,0,0,1,0,0,0,0,50.0,3.9318256327243257
-0.21101301427332578,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,-0.5807398666193526,0.3778345900952013,-0.6508481802965603,-0.03110494002510759,-1.7921122664957674,-1.4151042938070195,-0.07191801561565235,0,0,0,0,1,0,0,0,0,23.8,3.2108436531709366
-0.15281243318051105,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,0.04895926821894338,0.9788082548349111,-0.8057709826143264,-0.03110494002510759,-1.7921122664957674,-0.6533006750980092,-0.21769875032379518,0,0,0,0,1,0,0,0,0,23.8,3.2108436531709366
-0.13545769300141108,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,0.1672059383356374,0.946803740144631,-0.7285234975678796,-0.03110494002510759,-1.7921122664957674,-0.292025067204199,-0.18686051798168798,0,0,0,0,1,0,0,0,0,22.3,3.148453360571655
-0.28000604895837367,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,-0.583589183971563,0.925467397017777,-0.6508481802965603,-0.03110494002510759,-1.7921122664957674,-0.705929595216075,0.2490799483090079,0,0,0,0,1,0,0,0,0,17.4,2.91235066461494
-0.15124139454027868,-0.4872916013172126,1.2319449024622355,-0.27259856706992697,0.4345506816639387,-0.5764658905910395,1.0214809410886185,-0.6685319122579623,-0.03110494002510759,-1.7921122664957674,-0.09367982450923662,-0.08733713178670607,0,0,0,0,1,0,0,0,0,19.1,3.0007198150650303
-0.40432524589077423,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,-1.0152607628313004,0.7085479085614321,-0.5699403528817589,-0.6666082090210986,-0.9142721824233004,0.4410519326070333,0.28552513198604357,0,0,0,0,1,0,0,0,0,23.1,3.1822118404966093
-0.40983668218717445,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,0.18715115980110417,0.5520813922978388,-0.5460768221166411,-0.6666082090210986,-0.9142721824233004,0.42570183090593083,-0.5064567440726163,0,0,0,0,1,0,0,0,0,23.6,3.202746442938317
-0.4106873705175521,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,-0.6063837227892389,0.004448585375263036,-0.5196462980022876,-0.6666082090210986,-0.9142721824233004,0.4008127374334288,-0.42235247404868764,0,0,0,0,1,0,0,0,0,22.6,3.1612467120315646
-0.4127623052549849,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,0.37235678769472075,-1.261507773484718,-0.315047420685422,-0.6666082090210986,-0.9142721824233004,0.3759236439609262,-1.0265014803872408,0,0,0,0,1,0,0,0,0,29.4,3.414442608412176
-0.41234568908224184,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,-0.37701367593637564,-0.7601037100036582,-0.11415642265078567,-0.6666082090210986,-0.9142721824233004,0.4008127374334288,-0.3564707958632772,0,0,0,0,1,0,0,0,0,23.2,3.186352633162641
-0.4142041696070204,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,0.043260633514525026,0.17158327320228312,-0.22700905618941009,-0.6666082090210986,-0.9142721824233004,0.4267982667417241,-0.8919346483489551,0,0,0,0,1,0,0,0,0,24.6,3.242592351485517
-0.4127879073661591,-0.4872916013172126,-1.0340272373207582,-0.27259856706992697,-0.3860906743185684,0.8196996119916105,0.20714384508037245,-0.4182025237936002,-0.6666082090210986,-0.9142721824233004,0.37932259505188465,-0.8036251648238302,0,0,0,0,1,0,0,0,0,29.9,3.4307561839036995
-0.4137910446312556,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,0.9906586531241798,-0.36182530496905746,-0.45922688046749777,-1.2783543464658378,-0.47535214038706697,0.4410519326070333,-1.067151877565473,0,0,1,0,0,0,0,0,0,37.2,3.6428355156125294
-0.4128507489117684,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,2.109015713866403,0.5236329347953674,-0.5010593646772656,-1.2783543464658378,-0.47535214038706697,0.4263596924074067,-0.7139139434649732,0,0,1,0,0,0,0,0,0,39.8,3.708682081410116
-0.41250162921393896,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,-0.2003560000993866,-0.2266951318323178,-0.5690846884320135,-1.2783543464658378,-0.47535214038706697,0.4410519326070333,-0.4489854928895985,0,0,1,0,0,0,0,0,0,36.2,3.616308761279101
-0.40992396211163185,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,1.2399739214425098,0.8401220245103629,-0.5202642778826592,-1.2783543464658378,-0.47535214038706697,0.4105710163719868,-1.09799010990758,0,0,1,0,0,0,0,0,0,37.9,3.6609942506244004
-0.4088707843565131,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,0.3965759851885006,0.9610279688958664,-0.4506702359700451,-1.2783543464658378,-0.47535214038706697,0.4410519326070333,-0.9774406562066157,0,0,1,0,0,0,0,0,0,32.5,3.5115454388310208
-0.4108491293108798,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,-0.9696716851959485,0.7547766520029482,-0.3836907243205415,-1.2783543464658378,-0.47535214038706697,0.37636221829524363,0.18600174579106163,0,0,1,0,0,0,0,0,0,26.4,3.3105430133940246
-0.4134803281001874,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,-0.18753407201444466,0.008004642563071769,-0.24497800963406038,-1.2783543464658378,-0.47535214038706697,0.33371086428289415,0.0696575055912939,0,0,1,0,0,0,0,0,0,29.6,3.4210000089583352
-0.413998188985301,-0.4872916013172126,-1.2660230970924877,-0.27259856706992697,-0.5761339357039913,2.203043186489317,-0.5325160499838864,-0.2832452253032233,-1.2783543464658378,-0.47535214038706697,0.3942341224186703,-1.1498544097556693,0,0,1,0,0,0,0,0,0,50.0,3.9318256327243257
-0.4113530254080802,1.4450716452855268,-1.1230319382394722,-0.27259856706992697,-1.0166887689156525,0.70857623525544,-0.9770231984600033,-0.0030626549255264295,-0.0608013544641726,-1.353192224459534,0.4078299267825042,-0.8372668728334016,0,0,0,0,1,0,0,0,0,32.0,3.4965075614664802
-0.40587882854611507,1.4450716452855268,-1.1230319382394722,-0.27259856706992697,-1.0166887689156525,0.38660337445576787,-1.4037500609970754,0.36682207193379796,-0.0608013544641726,-1.353192224459534,0.28689305409453053,-1.1344352935846158,0,0,0,0,1,0,0,0,0,29.8,3.427514689979529
